dimension,dataset,extraction,scaling,exp_var_ratio,whitening,model,metric,score,date
arousal,pmdeamobal_agg,librosa,standard,0.85,True,ElasticNet,rmse,0.163,2019-11-30_13-55-39
arousal,pmdeamobal_agg,librosa,standard,0.85,True,Ridge,rmse,0.149,2019-11-30_13-55-39
arousal,pmdeamobal_agg,librosa,standard,0.85,True,kNN,rmse,0.153,2019-11-30_13-55-39
arousal,pmdeamobal_agg,librosa,standard,0.85,True,SVRrbf,rmse,0.142,2019-11-30_13-55-39
arousal,pmdeamobal_agg,librosa,standard,0.85,True,SVRpoly,rmse,0.149,2019-11-30_13-55-39
arousal,pmdeamobal_agg,librosa,standard,0.85,True,SVRlin,rmse,0.149,2019-11-30_13-55-39
arousal,pmdeamobal_agg,librosa,standard,0.85,True,DecTree,rmse,0.16,2019-11-30_13-55-39
arousal,pmdeamobal_agg,librosa,standard,0.85,True,RandFor,rmse,0.156,2019-11-30_13-55-39
valence,pmemo,librosa,standard,0.75,True,NaiveMean,rmse,0.162,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,Lasso,rmse,0.162,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,ElasticNet,rmse,0.162,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,Ridge,rmse,0.121,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,kNN,rmse,0.14,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,SVRrbf,rmse,0.125,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,SVRpoly,rmse,0.123,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,SVRlin,rmse,0.123,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,DecTree,rmse,0.146,2019-11-30_14-16-40
valence,pmemo,librosa,standard,0.75,True,RandFor,rmse,0.152,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,NaiveMean,rmse,0.184,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,Lasso,rmse,0.184,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,ElasticNet,rmse,0.184,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,Ridge,rmse,0.106,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,kNN,rmse,0.146,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,SVRrbf,rmse,0.115,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,SVRpoly,rmse,0.106,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,SVRlin,rmse,0.106,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,DecTree,rmse,0.131,2019-11-30_14-16-40
arousal,pmemo,librosa,standard,0.75,True,RandFor,rmse,0.168,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,NaiveMean,rmse,0.145,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,Lasso,rmse,0.145,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,ElasticNet,rmse,0.145,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,Ridge,rmse,0.112,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,kNN,rmse,0.13,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,SVRrbf,rmse,0.114,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,SVRpoly,rmse,0.113,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,SVRlin,rmse,0.113,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,DecTree,rmse,0.125,2019-11-30_14-16-40
valence,deam,librosa,standard,0.75,True,RandFor,rmse,0.133,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,NaiveMean,rmse,0.161,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,Lasso,rmse,0.161,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,ElasticNet,rmse,0.161,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,Ridge,rmse,0.134,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,kNN,rmse,0.14,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,SVRrbf,rmse,0.118,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,SVRpoly,rmse,0.135,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,SVRlin,rmse,0.135,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,DecTree,rmse,0.135,2019-11-30_14-16-40
arousal,deam,librosa,standard,0.75,True,RandFor,rmse,0.148,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.162,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,Lasso,rmse,0.162,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.162,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,Ridge,rmse,0.119,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,kNN,rmse,0.131,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.128,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.12,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,SVRlin,rmse,0.12,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,DecTree,rmse,0.129,2019-11-30_14-16-40
valence,pmemo_agg,librosa,standard,0.75,True,RandFor,rmse,0.133,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.184,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,Lasso,rmse,0.184,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.184,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,Ridge,rmse,0.108,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,kNN,rmse,0.123,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.118,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.108,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,SVRlin,rmse,0.108,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,DecTree,rmse,0.123,2019-11-30_14-16-40
arousal,pmemo_agg,librosa,standard,0.75,True,RandFor,rmse,0.138,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.145,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,Lasso,rmse,0.145,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.145,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,Ridge,rmse,0.113,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,kNN,rmse,0.121,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.118,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.113,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,SVRlin,rmse,0.113,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,DecTree,rmse,0.117,2019-11-30_14-16-40
valence,deam_agg,librosa,standard,0.75,True,RandFor,rmse,0.12,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.162,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,Lasso,rmse,0.162,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.162,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,Ridge,rmse,0.13,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,kNN,rmse,0.129,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.121,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.129,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,SVRlin,rmse,0.129,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,DecTree,rmse,0.131,2019-11-30_14-16-40
arousal,deam_agg,librosa,standard,0.75,True,RandFor,rmse,0.136,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,NaiveMean,rmse,0.145,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,Lasso,rmse,0.145,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,ElasticNet,rmse,0.145,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,Ridge,rmse,0.114,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,kNN,rmse,0.127,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,SVRrbf,rmse,0.117,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,SVRpoly,rmse,0.113,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,SVRlin,rmse,0.113,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,DecTree,rmse,0.125,2019-11-30_14-16-40
valence,minideam,librosa,standard,0.75,True,RandFor,rmse,0.132,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,NaiveMean,rmse,0.162,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,Lasso,rmse,0.162,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,ElasticNet,rmse,0.162,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,Ridge,rmse,0.136,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,kNN,rmse,0.146,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,SVRrbf,rmse,0.125,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,SVRpoly,rmse,0.139,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,SVRlin,rmse,0.139,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,DecTree,rmse,0.145,2019-11-30_14-16-40
arousal,minideam,librosa,standard,0.75,True,RandFor,rmse,0.147,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.145,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,Lasso,rmse,0.145,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.145,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,Ridge,rmse,0.112,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,kNN,rmse,0.122,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.12,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.113,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,SVRlin,rmse,0.113,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,DecTree,rmse,0.12,2019-11-30_14-16-40
valence,minideam_agg,librosa,standard,0.75,True,RandFor,rmse,0.126,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.162,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,Lasso,rmse,0.162,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.162,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,Ridge,rmse,0.137,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,kNN,rmse,0.14,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.13,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.136,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,SVRlin,rmse,0.136,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,DecTree,rmse,0.139,2019-11-30_14-16-40
arousal,minideam_agg,librosa,standard,0.75,True,RandFor,rmse,0.142,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,NaiveMean,rmse,0.158,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,Lasso,rmse,0.158,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,ElasticNet,rmse,0.158,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,Ridge,rmse,0.134,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,kNN,rmse,0.147,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,SVRrbf,rmse,0.137,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,SVRpoly,rmse,0.133,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,SVRlin,rmse,0.132,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,DecTree,rmse,0.167,2019-11-30_14-16-40
valence,pmemobal,librosa,standard,0.75,True,RandFor,rmse,0.15,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,NaiveMean,rmse,0.182,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,Lasso,rmse,0.182,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,ElasticNet,rmse,0.182,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,Ridge,rmse,0.116,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,kNN,rmse,0.151,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,SVRrbf,rmse,0.119,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,SVRpoly,rmse,0.12,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,SVRlin,rmse,0.121,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,DecTree,rmse,0.166,2019-11-30_14-16-40
arousal,pmemobal,librosa,standard,0.75,True,RandFor,rmse,0.165,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,NaiveMean,rmse,0.137,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,Lasso,rmse,0.137,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,ElasticNet,rmse,0.137,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,Ridge,rmse,0.116,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,kNN,rmse,0.131,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,SVRrbf,rmse,0.119,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,SVRpoly,rmse,0.116,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,SVRlin,rmse,0.116,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,DecTree,rmse,0.131,2019-11-30_14-16-40
valence,deambal,librosa,standard,0.75,True,RandFor,rmse,0.13,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,NaiveMean,rmse,0.156,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,Lasso,rmse,0.156,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,ElasticNet,rmse,0.156,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,Ridge,rmse,0.137,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,kNN,rmse,0.139,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,SVRrbf,rmse,0.124,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,SVRpoly,rmse,0.139,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,SVRlin,rmse,0.139,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,DecTree,rmse,0.143,2019-11-30_14-16-40
arousal,deambal,librosa,standard,0.75,True,RandFor,rmse,0.142,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.163,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,Lasso,rmse,0.163,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.163,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,Ridge,rmse,0.14,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,kNN,rmse,0.149,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.151,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.14,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,SVRlin,rmse,0.14,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,DecTree,rmse,0.149,2019-11-30_14-16-40
valence,pmemobal_agg,librosa,standard,0.75,True,RandFor,rmse,0.146,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.181,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,Lasso,rmse,0.181,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.181,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,Ridge,rmse,0.115,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,kNN,rmse,0.13,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.129,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.115,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,SVRlin,rmse,0.115,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,DecTree,rmse,0.142,2019-11-30_14-16-40
arousal,pmemobal_agg,librosa,standard,0.75,True,RandFor,rmse,0.141,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.14,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,Lasso,rmse,0.14,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.14,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,Ridge,rmse,0.12,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,kNN,rmse,0.125,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.124,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.118,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,SVRlin,rmse,0.118,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,DecTree,rmse,0.131,2019-11-30_14-16-40
valence,deambal_agg,librosa,standard,0.75,True,RandFor,rmse,0.128,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.157,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,Lasso,rmse,0.157,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.157,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,Ridge,rmse,0.141,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,kNN,rmse,0.132,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.125,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.141,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,SVRlin,rmse,0.141,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,DecTree,rmse,0.141,2019-11-30_14-16-40
arousal,deambal_agg,librosa,standard,0.75,True,RandFor,rmse,0.143,2019-11-30_14-16-40
categorical,dixon,librosa,standard,0.75,True,Uniform,accuracy,0.24,2019-11-30_14-16-40
categorical,dixon,librosa,standard,0.75,True,Ridge,accuracy,0.51,2019-11-30_14-16-40
categorical,dixon,librosa,standard,0.75,True,kNN,accuracy,0.43,2019-11-30_14-16-40
categorical,dixon,librosa,standard,0.75,True,SVMrbf,accuracy,0.52,2019-11-30_14-16-40
categorical,dixon,librosa,standard,0.75,True,SVMpoly,accuracy,0.48,2019-11-30_14-16-40
categorical,dixon,librosa,standard,0.75,True,DecTree,accuracy,0.44,2019-11-30_14-16-40
categorical,dixon,librosa,standard,0.75,True,RandFor,accuracy,0.39,2019-11-30_14-16-40
categorical,dixon_agg,librosa,standard,0.75,True,Uniform,accuracy,0.25,2019-11-30_14-16-40
categorical,dixon_agg,librosa,standard,0.75,True,Ridge,accuracy,0.46,2019-11-30_14-16-40
categorical,dixon_agg,librosa,standard,0.75,True,kNN,accuracy,0.42,2019-11-30_14-16-40
categorical,dixon_agg,librosa,standard,0.75,True,SVMrbf,accuracy,0.48,2019-11-30_14-16-40
categorical,dixon_agg,librosa,standard,0.75,True,SVMpoly,accuracy,0.46,2019-11-30_14-16-40
categorical,dixon_agg,librosa,standard,0.75,True,DecTree,accuracy,0.45,2019-11-30_14-16-40
categorical,dixon_agg,librosa,standard,0.75,True,RandFor,accuracy,0.46,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,NaiveMean,rmse,0.159,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,Lasso,rmse,0.159,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,ElasticNet,rmse,0.159,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,Ridge,rmse,0.116,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,kNN,rmse,0.133,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,SVRrbf,rmse,0.12,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,SVRpoly,rmse,0.117,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,SVRlin,rmse,0.117,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,DecTree,rmse,0.127,2019-11-30_14-16-40
valence,pmdeamo,librosa,standard,0.75,True,RandFor,rmse,0.146,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,NaiveMean,rmse,0.182,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,Lasso,rmse,0.182,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,ElasticNet,rmse,0.182,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,Ridge,rmse,0.13,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,kNN,rmse,0.149,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,SVRrbf,rmse,0.127,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,SVRpoly,rmse,0.13,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,SVRlin,rmse,0.13,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,DecTree,rmse,0.139,2019-11-30_14-16-40
arousal,pmdeamo,librosa,standard,0.75,True,RandFor,rmse,0.167,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.159,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,Lasso,rmse,0.159,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.159,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,Ridge,rmse,0.12,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,kNN,rmse,0.125,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.119,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.12,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,SVRlin,rmse,0.12,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,DecTree,rmse,0.121,2019-11-30_14-16-40
valence,pmdeamo_agg,librosa,standard,0.75,True,RandFor,rmse,0.128,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,NaiveMean,rmse,0.182,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,Lasso,rmse,0.182,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,ElasticNet,rmse,0.182,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,Ridge,rmse,0.129,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,kNN,rmse,0.134,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,SVRrbf,rmse,0.124,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,SVRpoly,rmse,0.128,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,SVRlin,rmse,0.128,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,DecTree,rmse,0.135,2019-11-30_14-16-40
arousal,pmdeamo_agg,librosa,standard,0.75,True,RandFor,rmse,0.147,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,NaiveMean,rmse,0.153,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,Lasso,rmse,0.153,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,ElasticNet,rmse,0.153,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,Ridge,rmse,0.129,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,kNN,rmse,0.141,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,SVRrbf,rmse,0.128,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,SVRpoly,rmse,0.132,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,SVRlin,rmse,0.133,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,DecTree,rmse,0.145,2019-11-30_14-16-40
valence,pmdeamobal,librosa,standard,0.75,True,RandFor,rmse,0.146,2019-11-30_14-16-40
arousal,pmdeamobal,librosa,standard,0.75,True,NaiveMean,rmse,0.176,2019-11-30_14-16-40
arousal,pmdeamobal,librosa,standard,0.75,True,Lasso,rmse,0.176,2019-11-30_14-16-40
arousal,pmdeamobal,librosa,standard,0.75,True,ElasticNet,rmse,0.176,2019-11-30_14-16-40
arousal,pmdeamobal,librosa,standard,0.75,True,Ridge,rmse,0.146,2019-11-30_14-16-40
arousal,pmdeamobal,librosa,standard,0.75,True,kNN,rmse,0.155,2019-11-30_14-16-40
arousal,pmdeamobal,librosa,standard,0.75,True,SVRrbf,rmse,0.138,2019-11-30_14-16-40
arousal,pmdeamobal,librosa,standard,0.75,True,SVRpoly,rmse,0.145,2019-11-30_14-16-40
